,Region,soil_type,time_step,soil_indicator,trace_element,value,target_min,target_max,meets_target_min,meets_target_max,within_target_range
912,Hawke's Bay,Recent,2014 - 2018,Bulk_density,False,1.155,0.7,1.4,True,True,True
913,Hawke's Bay,Recent,2014 - 2018,TotalC,False,3.05,2.0,,True,,
914,Hawke's Bay,Recent,2014 - 2018,AMN,False,60.5,20.0,,True,,
915,Hawke's Bay,Recent,2014 - 2018,TotalC,False,2.35,2.0,,True,,
916,Hawke's Bay,Pallic,2014 - 2018,AMN,False,93.0,20.0,,True,,
917,Hawke's Bay,Pallic,2014 - 2018,Bulk_density,False,1.182645581,0.7,1.4,True,True,True
918,Hawke's Bay,Pallic,2014 - 2018,TotalC,False,3.7,2.0,,True,,
919,Hawke's Bay,Pallic,2014 - 2018,TotalN,False,0.33,0.1,0.7,True,True,True
920,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,78.50236007,50.0,,True,,
921,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.22,0.6,1.4,True,True,True
922,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,3.675442264,2.5,,True,,
923,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.367750191,0.25,0.7,True,True,True
924,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,122.9828008,50.0,,True,,
925,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.17,0.6,1.4,True,True,True
926,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,4.343084739,2.5,,True,,
927,Manawatu-Whanganui,Brown,2014 - 2018,TotalN,False,0.456587542,0.25,0.7,True,True,True
928,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,143.0,50.0,,True,,
929,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,0.9955,0.6,1.4,True,True,True
930,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,6.061719102,2.5,,True,,
931,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.623008004,0.25,0.7,True,True,True
932,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,83.0,50.0,,True,,
933,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,1.103333333,0.7,1.4,True,True,True
934,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,3.738552535,2.0,,True,,
935,Manawatu-Whanganui,Pallic,2014 - 2018,TotalN,False,0.348673664,0.25,0.7,True,True,True
936,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,138.0,50.0,,True,,
937,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.137,0.6,1.4,True,True,True
938,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,5.413329314,2.5,,True,,
939,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.493715347,0.25,0.7,True,True,True
940,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,36.0,20.0,,True,,
941,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.085333333,0.6,1.4,True,True,True
942,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,2.55747717,2.5,,True,,
943,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,26.0,20.0,,True,,
944,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.012666667,0.6,1.4,True,True,True
945,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,3.288509001,2.5,,True,,
946,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,87.0,50.0,,True,,
947,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,1.002333333,0.7,1.4,True,True,True
948,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,3.377878449,2.0,,True,,
949,Manawatu-Whanganui,Pallic,2014 - 2018,TotalN,False,0.31109253,0.25,0.7,True,True,True
950,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,161.0049661,50.0,,True,,
951,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.103333333,0.6,1.4,True,True,True
952,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,5.794060689,2.5,,True,,
953,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.597197622,0.25,0.7,True,True,True
954,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,122.0,50.0,,True,,
955,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.143666667,0.6,1.4,True,True,True
956,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,3.851892267,2.5,,True,,
957,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.411305489,0.25,0.7,True,True,True
958,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,67.0,20.0,,True,,
959,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.226666667,0.7,1.4,True,True,True
960,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,2.956901858,2.0,,True,,
961,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,72.0,20.0,,True,,
962,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.337666667,0.7,1.4,True,True,True
963,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,3.112247515,2.0,,True,,
964,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,21.0,20.0,,True,,
965,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.078333333,0.6,1.4,True,True,True
966,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,3.792606873,2.5,,True,,
967,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,123.9265505,50.0,,True,,
968,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,0.91,0.7,1.4,True,True,True
969,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,4.913310271,2.0,,True,,
970,Manawatu-Whanganui,Recent,2014 - 2018,TotalN,False,0.438499624,0.25,0.7,True,True,True
971,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,91.57510326,50.0,,True,,
972,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.339666667,0.7,1.4,True,True,True
973,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,2.738315523,2.0,,True,,
974,Manawatu-Whanganui,Recent,2014 - 2018,TotalN,False,0.296050608,0.25,0.7,True,True,True
975,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,97.6223263,50.0,,True,,
976,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.073666667,0.7,1.4,True,True,True
977,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,4.596531756,2.0,,True,,
978,Manawatu-Whanganui,Recent,2014 - 2018,TotalN,False,0.479885759,0.25,0.7,True,True,True
979,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,150.2928026,50.0,,True,,
980,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.126,0.7,1.4,True,True,True
981,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,4.393651018,2.0,,True,,
982,Manawatu-Whanganui,Recent,2014 - 2018,TotalN,False,0.467320236,0.25,0.7,True,True,True
983,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,110.0138827,50.0,,True,,
984,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.113333333,0.6,1.4,True,True,True
985,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,3.847552205,2.5,,True,,
986,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.337830616,0.25,0.7,True,True,True
987,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,103.8995875,50.0,,True,,
988,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.123333333,0.6,1.4,True,True,True
989,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,4.434103732,2.5,,True,,
990,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.445854084,0.25,0.7,True,True,True
991,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,81.34998046,50.0,,True,,
992,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.557,0.7,1.4,True,False,False
993,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,1.734614903,2.0,,False,,False
994,Manawatu-Whanganui,Recent,2014 - 2018,TotalN,False,0.187678315,0.25,0.7,False,True,False
995,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,186.565635,20.0,,True,,
996,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.092333333,0.6,1.4,True,True,True
997,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,4.481576856,2.5,,True,,
998,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,120.9817508,50.0,,True,,
999,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.363,0.7,1.4,True,True,True
1000,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,3.813978581,2.0,,True,,
1001,Manawatu-Whanganui,Recent,2014 - 2018,TotalN,False,0.389303641,0.25,0.7,True,True,True
1002,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,33.0,20.0,,True,,
1003,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,1.36,0.7,1.4,True,True,True
1004,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,2.75,2.0,,True,,
1005,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,73.0,20.0,,True,,
1006,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,1.19,0.7,1.4,True,True,True
1007,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,3.36,2.0,,True,,
1008,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,103.0,50.0,,True,,
1009,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,0.95,0.7,1.4,True,True,True
1010,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,4.22,2.0,,True,,
1011,Manawatu-Whanganui,Pallic,2014 - 2018,TotalN,False,0.36,0.25,0.7,True,True,True
1012,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,130.0,50.0,,True,,
1013,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,0.91,0.7,1.4,True,True,True
1014,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,4.88,2.0,,True,,
1015,Manawatu-Whanganui,Pallic,2014 - 2018,TotalN,False,0.45,0.25,0.7,True,True,True
1016,Manawatu-Whanganui,Allophanic,2014 - 2018,AMN,False,144.0,50.0,,True,,
1017,Manawatu-Whanganui,Allophanic,2014 - 2018,Bulk_density,False,0.86,0.5,1.3,True,True,True
1018,Manawatu-Whanganui,Allophanic,2014 - 2018,TotalC,False,8.96,3.0,,True,,
1019,Manawatu-Whanganui,Allophanic,2014 - 2018,TotalN,False,0.89,0.25,0.7,True,False,False
1020,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,16.0,50.0,,False,,False
1021,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.37,0.6,1.4,True,True,True
1022,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,1.26,2.5,,False,,False
1023,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.13,0.25,0.7,False,True,False
1024,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,121.9644172,50.0,,True,,
1025,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,1.25,0.7,1.4,True,True,True
1026,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,3.967102027,2.0,,True,,
1027,Manawatu-Whanganui,Pallic,2014 - 2018,TotalN,False,0.40681195,0.25,0.7,True,True,True
1028,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,110.0,50.0,,True,,
1029,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,0.98,0.6,1.4,True,True,True
1030,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,4.31,2.5,,True,,
1031,Manawatu-Whanganui,Brown,2014 - 2018,TotalN,False,0.43,0.25,0.7,True,True,True
1032,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,76.0,20.0,,True,,
1033,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.06,0.6,1.4,True,True,True
1034,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,3.1,2.5,,True,,
1035,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,46.0,20.0,,True,,
1036,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.17,0.6,1.4,True,True,True
1037,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,4.43,2.5,,True,,
1038,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,53.0,20.0,,True,,
1039,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.05,0.6,1.4,True,True,True
1040,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,3.96,2.5,,True,,
1041,Manawatu-Whanganui,Recent,2014 - 2018,AMN,False,82.0,50.0,,True,,
1042,Manawatu-Whanganui,Recent,2014 - 2018,Bulk_density,False,1.13,0.7,1.4,True,True,True
1043,Manawatu-Whanganui,Recent,2014 - 2018,TotalC,False,3.12,2.0,,True,,
1044,Manawatu-Whanganui,Recent,2014 - 2018,TotalN,False,0.29,0.25,0.7,True,True,True
1045,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,187.0,50.0,,True,,
1046,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,0.78,0.6,1.4,True,True,True
1047,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,9.0,2.5,,True,,
1048,Manawatu-Whanganui,Brown,2014 - 2018,TotalN,False,0.84,0.25,0.7,True,False,False
1049,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,164.0,20.0,,True,,
1050,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,0.82,0.6,1.4,True,True,True
1051,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,5.95,2.5,,True,,
1052,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.46,0.1,0.7,True,True,True
1053,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,60.0,20.0,,True,,
1054,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.24,0.6,1.4,True,True,True
1055,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,3.4,2.5,,True,,
1056,Manawatu-Whanganui,Brown,2014 - 2018,TotalN,False,0.28,0.1,0.7,True,True,True
1057,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,141.0,50.0,,True,,
1058,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.08,0.6,1.4,True,True,True
1059,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,4.54,2.5,,True,,
1060,Manawatu-Whanganui,Brown,2014 - 2018,TotalN,False,0.45,0.25,0.7,True,True,True
1061,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,91.0,50.0,,True,,
1062,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.15,0.6,1.4,True,True,True
1063,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,4.22,2.5,,True,,
1064,Manawatu-Whanganui,Brown,2014 - 2018,TotalN,False,0.36,0.25,0.7,True,True,True
1065,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,93.43117883,50.0,,True,,
1066,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.26,0.6,1.4,True,True,True
1067,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,3.569925552,2.5,,True,,
1068,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.366231057,0.25,0.7,True,True,True
1069,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,86.0,50.0,,True,,
1070,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.1,0.6,1.4,True,True,True
1071,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,4.01,2.5,,True,,
1072,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.36,0.25,0.7,True,True,True
1073,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,108.0,50.0,,True,,
1074,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.0,0.6,1.4,True,True,True
1075,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,4.11,2.5,,True,,
1076,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.4,0.25,0.7,True,True,True
1077,Manawatu-Whanganui,Allophanic,2014 - 2018,AMN,False,129.0,50.0,,True,,
1078,Manawatu-Whanganui,Allophanic,2014 - 2018,Bulk_density,False,0.7,0.5,1.3,True,True,True
1079,Manawatu-Whanganui,Allophanic,2014 - 2018,TotalC,False,14.1,3.0,,True,,
1080,Manawatu-Whanganui,Allophanic,2014 - 2018,TotalN,False,0.99,0.25,0.7,True,False,False
1081,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,103.0,50.0,,True,,
1082,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.0,0.6,1.4,True,True,True
1083,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,10.2,2.5,,True,,
1084,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.83,0.25,0.7,True,False,False
1085,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,143.0,50.0,,True,,
1086,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,0.9,0.6,1.4,True,True,True
1087,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,9.35,2.5,,True,,
1088,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.71,0.25,0.7,True,False,False
1089,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,107.0,20.0,,True,,
1090,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,0.9,0.6,1.4,True,True,True
1091,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,9.85,2.5,,True,,
1092,Manawatu-Whanganui,Pallic,2014 - 2018,AMN,False,103.2074223,50.0,,True,,
1093,Manawatu-Whanganui,Pallic,2014 - 2018,Bulk_density,False,1.17,0.7,1.4,True,True,True
1094,Manawatu-Whanganui,Pallic,2014 - 2018,TotalC,False,3.763932908,2.0,,True,,
1095,Manawatu-Whanganui,Pallic,2014 - 2018,TotalN,False,0.364803035,0.25,0.7,True,True,True
1096,Manawatu-Whanganui,Gley,2014 - 2018,AMN,False,134.5911849,50.0,,True,,
1097,Manawatu-Whanganui,Gley,2014 - 2018,Bulk_density,False,1.14,0.6,1.4,True,True,True
1098,Manawatu-Whanganui,Gley,2014 - 2018,TotalC,False,4.000328808,2.5,,True,,
1099,Manawatu-Whanganui,Gley,2014 - 2018,TotalN,False,0.426392589,0.25,0.7,True,True,True
1100,Manawatu-Whanganui,Brown,2014 - 2018,AMN,False,161.8617823,50.0,,True,,
1101,Manawatu-Whanganui,Brown,2014 - 2018,Bulk_density,False,1.003333333,0.6,1.4,True,True,True
1102,Manawatu-Whanganui,Brown,2014 - 2018,TotalC,False,7.044410714,2.5,,True,,
1103,Manawatu-Whanganui,Brown,2014 - 2018,TotalN,False,0.706926786,0.25,0.7,True,False,False
1104,Marlborough,Recent,2014 - 2018,AMN,False,83.83333333333333,20.0,,True,,
1105,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.3076111113333333,0.7,1.4,True,True,True
1106,Marlborough,Recent,2014 - 2018,TotalC,False,3.0166666666666666,2.0,,True,,
1107,Marlborough,Recent,2014 - 2018,AMN,False,64.33333333333333,20.0,,True,,
1108,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.4945555556666663,0.7,1.4,True,False,False
1109,Marlborough,Recent,2014 - 2018,TotalC,False,2.2333333333333334,2.0,,True,,
1110,Marlborough,Recent,2014 - 2018,AMN,False,93.0,50.0,,True,,
1111,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.15,0.7,1.4,True,True,True
1112,Marlborough,Recent,2014 - 2018,TotalC,False,4.0,2.0,,True,,
1113,Marlborough,Recent,2014 - 2018,TotalN,False,0.37,0.25,0.7,True,True,True
1114,Marlborough,Pallic,2014 - 2018,AMN,False,38.66666666666666,20.0,,True,,
1115,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.4084444443333333,0.7,1.4,True,False,False
1116,Marlborough,Pallic,2014 - 2018,TotalC,False,2.2666666666666666,2.0,,True,,
1117,Marlborough,Recent,2014 - 2018,AMN,False,52.0,20.0,,True,,
1118,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.527,0.7,1.4,True,False,False
1119,Marlborough,Recent,2014 - 2018,TotalC,False,2.4,2.0,,True,,
1120,Marlborough,Recent,2014 - 2018,AMN,False,63.0,50.0,,True,,
1121,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.325,0.7,1.4,True,True,True
1122,Marlborough,Recent,2014 - 2018,TotalC,False,3.2,2.0,,True,,
1123,Marlborough,Recent,2014 - 2018,TotalN,False,0.34,0.25,0.7,True,True,True
1124,Marlborough,Pallic,2014 - 2018,AMN,False,52.66666666666666,20.0,,True,,
1125,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.3722222223333334,0.7,1.4,True,True,True
1126,Marlborough,Pallic,2014 - 2018,TotalC,False,3.0,2.0,,True,,
1127,Marlborough,Gley,2014 - 2018,AMN,False,43.66666666666666,20.0,,True,,
1128,Marlborough,Gley,2014 - 2018,Bulk_density,False,1.3907777776666668,0.6,1.4,True,True,True
1129,Marlborough,Gley,2014 - 2018,TotalC,False,3.4,2.5,,True,,
1130,Marlborough,Gley,2014 - 2018,AMN,False,66.33333333333333,20.0,,True,,
1131,Marlborough,Gley,2014 - 2018,Bulk_density,False,1.2035555556666666,0.6,1.4,True,True,True
1132,Marlborough,Gley,2014 - 2018,TotalC,False,3.433333333333333,2.5,,True,,
1133,Marlborough,Pallic,2014 - 2018,AMN,False,93.0,50.0,,True,,
1134,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.285666667,0.7,1.4,True,True,True
1135,Marlborough,Pallic,2014 - 2018,TotalC,False,3.6,2.0,,True,,
1136,Marlborough,Pallic,2014 - 2018,TotalN,False,0.34,0.25,0.7,True,True,True
1137,Marlborough,Recent,2014 - 2018,AMN,False,45.0,50.0,,False,,False
1138,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.02,0.7,1.4,True,True,True
1139,Marlborough,Recent,2014 - 2018,TotalC,False,5.4,2.0,,True,,
1140,Marlborough,Recent,2014 - 2018,TotalN,False,0.49,0.25,0.7,True,True,True
1141,Marlborough,Recent,2014 - 2018,AMN,False,45.0,50.0,,False,,False
1142,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.08,0.7,1.4,True,True,True
1143,Marlborough,Recent,2014 - 2018,TotalC,False,5.3,2.0,,True,,
1144,Marlborough,Recent,2014 - 2018,TotalN,False,0.5,0.25,0.7,True,True,True
1145,Marlborough,Brown,2014 - 2018,AMN,False,73.0,20.0,,True,,
1146,Marlborough,Brown,2014 - 2018,Bulk_density,False,1.09,0.6,1.4,True,True,True
1147,Marlborough,Brown,2014 - 2018,TotalC,False,4.4,2.5,,True,,
1148,Marlborough,Brown,2014 - 2018,TotalN,False,0.2,0.1,0.7,True,True,True
1149,Marlborough,Brown,2014 - 2018,AMN,False,54.0,20.0,,True,,
1150,Marlborough,Brown,2014 - 2018,Bulk_density,False,1.191333333,0.6,1.4,True,True,True
1151,Marlborough,Brown,2014 - 2018,TotalC,False,4.5,2.5,,True,,
1152,Marlborough,Brown,2014 - 2018,TotalN,False,0.2,0.1,0.7,True,True,True
1153,Marlborough,Brown,2014 - 2018,AMN,False,158.0,50.0,,True,,
1154,Marlborough,Brown,2014 - 2018,Bulk_density,False,0.966,0.6,1.4,True,True,True
1155,Marlborough,Brown,2014 - 2018,TotalC,False,5.1,2.5,,True,,
1156,Marlborough,Brown,2014 - 2018,TotalN,False,0.37,0.25,0.7,True,True,True
1157,Marlborough,Recent,2014 - 2018,AMN,False,85.0,50.0,,True,,
1158,Marlborough,Recent,2014 - 2018,Bulk_density,False,1.047,0.7,1.4,True,True,True
1159,Marlborough,Recent,2014 - 2018,TotalC,False,3.8,2.0,,True,,
1160,Marlborough,Recent,2014 - 2018,TotalN,False,0.41,0.25,0.7,True,True,True
1161,Marlborough,Pallic,2014 - 2018,AMN,False,57.0,20.0,,True,,
1162,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.285,0.7,1.4,True,True,True
1163,Marlborough,Pallic,2014 - 2018,TotalC,False,3.7,2.0,,True,,
1164,Marlborough,Gley,2014 - 2018,AMN,False,79.33333333333333,20.0,,True,,
1165,Marlborough,Gley,2014 - 2018,Bulk_density,False,1.226,0.6,1.4,True,True,True
1166,Marlborough,Gley,2014 - 2018,TotalC,False,3.0,2.5,,True,,
1167,Marlborough,Gley,2014 - 2018,AMN,False,100.0,20.0,,True,,
1168,Marlborough,Gley,2014 - 2018,Bulk_density,False,1.0996666666666666,0.6,1.4,True,True,True
1169,Marlborough,Gley,2014 - 2018,TotalC,False,3.6,2.5,,True,,
1170,Marlborough,Brown,2014 - 2018,AMN,False,172.0,50.0,,True,,
1171,Marlborough,Brown,2014 - 2018,Bulk_density,False,1.171,0.6,1.4,True,True,True
1172,Marlborough,Brown,2014 - 2018,TotalC,False,4.6,2.5,,True,,
1173,Marlborough,Brown,2014 - 2018,TotalN,False,0.42,0.25,0.7,True,True,True
1174,Marlborough,Recent,2014 - 2018,AMN,False,223.0,50.0,,True,,
1175,Marlborough,Recent,2014 - 2018,Bulk_density,False,0.984666667,0.7,1.4,True,True,True
1176,Marlborough,Recent,2014 - 2018,TotalC,False,6.5,2.0,,True,,
1177,Marlborough,Recent,2014 - 2018,TotalN,False,0.58,0.25,0.7,True,True,True
1178,Marlborough,Pallic,2014 - 2018,AMN,False,117.33333333333331,50.0,,True,,
1179,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.1,0.7,1.4,True,True,True
1180,Marlborough,Pallic,2014 - 2018,TotalC,False,4.766666666666667,2.0,,True,,
1181,Marlborough,Pallic,2014 - 2018,TotalN,False,0.4433333333333333,0.25,0.7,True,True,True
1182,Marlborough,Pallic,2014 - 2018,AMN,False,108.0,20.0,,True,,
1183,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.3666666666666667,0.7,1.4,True,True,True
1184,Marlborough,Pallic,2014 - 2018,TotalC,False,2.7,2.0,,True,,
1185,Marlborough,Pallic,2014 - 2018,AMN,False,74.0,50.0,,True,,
1186,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.4,0.7,1.4,True,True,True
1187,Marlborough,Pallic,2014 - 2018,TotalC,False,2.3,2.0,,True,,
1188,Marlborough,Pallic,2014 - 2018,TotalN,False,0.23,0.25,0.7,False,True,False
1189,Marlborough,Pallic,2014 - 2018,AMN,False,127.0,50.0,,True,,
1190,Marlborough,Pallic,2014 - 2018,Bulk_density,False,1.1,0.7,1.4,True,True,True
1191,Marlborough,Pallic,2014 - 2018,TotalC,False,3.5,2.0,,True,,
1192,Marlborough,Pallic,2014 - 2018,TotalN,False,0.31,0.25,0.7,True,True,True
1193,Marlborough,Brown,2014 - 2018,AMN,False,104.0,20.0,,True,,
1194,Marlborough,Brown,2014 - 2018,Bulk_density,False,0.8,0.6,1.4,True,True,True
1195,Marlborough,Brown,2014 - 2018,TotalC,False,7.1,2.5,,True,,
1196,Marlborough,Brown,2014 - 2018,TotalN,False,0.45,0.1,0.7,True,True,True
1197,Marlborough,Brown,2014 - 2018,AMN,False,179.0,50.0,,True,,
1198,Marlborough,Brown,2014 - 2018,Bulk_density,False,0.8,0.6,1.4,True,True,True
1199,Marlborough,Brown,2014 - 2018,TotalC,False,8.4,2.5,,True,,
