region,site,land_use,soil_order,time_step,soil_indicator,trace_element,value,target_year,target_min,target_max,measure_units,meets_target_min,meets_target_max,within_target_range
Auckland,64250003,Drystock,Recent,1996 - 1999,AMN,FALSE,149.8367503,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64250003,Drystock,Recent,1996 - 1999,Bulk_density,FALSE,0.923666667,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64250003,Drystock,Recent,1996 - 1999,Macroporosity_m10,FALSE,12.73666667,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64250003,Drystock,Recent,1996 - 1999,OlsenP,FALSE,35.43720396,2017,15,45,µg/g,TRUE,TRUE,TRUE
Auckland,64250003,Drystock,Recent,1996 - 1999,pH,FALSE,5.67,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64250003,Drystock,Recent,1996 - 1999,TotalC,FALSE,6.525759017,2017,2,NA,%C gravimetric,TRUE,NA,NA
Auckland,64250003,Drystock,Recent,1996 - 1999,TotalN,FALSE,0.601009959,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64250005,Dairy,Recent,1996 - 1999,AMN,FALSE,154.0695589,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64250005,Dairy,Recent,1996 - 1999,Bulk_density,FALSE,0.906,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64250005,Dairy,Recent,1996 - 1999,Macroporosity_m10,FALSE,13.83,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64250005,Dairy,Recent,1996 - 1999,OlsenP,FALSE,23.33815443,2017,15,45,µg/g,TRUE,TRUE,TRUE
Auckland,64250005,Dairy,Recent,1996 - 1999,pH,FALSE,5.85,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64250005,Dairy,Recent,1996 - 1999,TotalC,FALSE,5.435113204,2017,2,NA,%C gravimetric,TRUE,NA,NA
Auckland,64250005,Dairy,Recent,1996 - 1999,TotalN,FALSE,0.513502134,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64260001,Dairy,Organic,1996 - 1999,AMN,FALSE,206,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64260001,Dairy,Organic,1996 - 1999,Bulk_density,FALSE,0.75,2017,0.2,1,Mg/m3,TRUE,TRUE,TRUE
Auckland,64260001,Dairy,Organic,1996 - 1999,Macroporosity_m10,FALSE,5.26,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Auckland,64260001,Dairy,Organic,1996 - 1999,OlsenP,FALSE,39.68893557,2017,20,40,µg/g,TRUE,TRUE,TRUE
Auckland,64260001,Dairy,Organic,1996 - 1999,pH,FALSE,5.93,2017,4.5,7,-log10(H+),TRUE,TRUE,TRUE
Auckland,64260001,Dairy,Organic,1996 - 1999,TotalC,FALSE,11.56714559,2017,NA,NA,%C gravimetric,NA,NA,NA
Auckland,64260001,Dairy,Organic,1996 - 1999,TotalN,FALSE,0.871035407,2017,0.25,0.7,%N gravimetric,TRUE,FALSE,FALSE
Auckland,64260003,Dairy,Organic,1996 - 1999,AMN,FALSE,245,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64260003,Dairy,Organic,1996 - 1999,Bulk_density,FALSE,0.62,2017,0.2,1,Mg/m3,TRUE,TRUE,TRUE
Auckland,64260003,Dairy,Organic,1996 - 1999,Macroporosity_m10,FALSE,6.08,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Auckland,64260003,Dairy,Organic,1996 - 1999,OlsenP,FALSE,33,2017,20,40,µg/g,TRUE,TRUE,TRUE
Auckland,64260003,Dairy,Organic,1996 - 1999,pH,FALSE,6.07,2017,4.5,7,-log10(H+),TRUE,TRUE,TRUE
Auckland,64260003,Dairy,Organic,1996 - 1999,TotalC,FALSE,13.24,2017,NA,NA,%C gravimetric,NA,NA,NA
Auckland,64260003,Dairy,Organic,1996 - 1999,TotalN,FALSE,1.09,2017,0.25,0.7,%N gravimetric,TRUE,FALSE,FALSE
Auckland,64280001,Drystock,Allophanic,1996 - 1999,AMN,FALSE,162.1052632,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64280001,Drystock,Allophanic,1996 - 1999,Bulk_density,FALSE,0.9538,2017,0.5,1.3,Mg/m3,TRUE,TRUE,TRUE
Auckland,64280001,Drystock,Allophanic,1996 - 1999,Macroporosity_m10,FALSE,15.68,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64280001,Drystock,Allophanic,1996 - 1999,OlsenP,FALSE,45.5700701,2017,20,50,µg/g,TRUE,TRUE,TRUE
Auckland,64280001,Drystock,Allophanic,1996 - 1999,pH,FALSE,6.194,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64280001,Drystock,Allophanic,1996 - 1999,TotalC,FALSE,7.110333045,2017,3,NA,%C gravimetric,TRUE,NA,NA
Auckland,64280001,Drystock,Allophanic,1996 - 1999,TotalN,FALSE,0.644424522,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64340003,Drystock,Ultic,1996 - 1999,AMN,FALSE,213.4635651,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64340003,Drystock,Ultic,1996 - 1999,Bulk_density,FALSE,0.639666667,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64340003,Drystock,Ultic,1996 - 1999,Macroporosity_m10,FALSE,13.69666667,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64340003,Drystock,Ultic,1996 - 1999,OlsenP,FALSE,13.9428857,2017,15,45,µg/g,FALSE,TRUE,FALSE
Auckland,64340003,Drystock,Ultic,1996 - 1999,pH,FALSE,5.64,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64340003,Drystock,Ultic,1996 - 1999,TotalC,FALSE,8.536589776,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64340003,Drystock,Ultic,1996 - 1999,TotalN,FALSE,0.769600885,2017,0.25,0.7,%N gravimetric,TRUE,FALSE,FALSE
Auckland,64340005,Dairy,Ultic,1996 - 1999,AMN,FALSE,185.0478883,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64340005,Dairy,Ultic,1996 - 1999,Bulk_density,FALSE,0.937666667,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64340005,Dairy,Ultic,1996 - 1999,Macroporosity_m10,FALSE,13.43,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64340005,Dairy,Ultic,1996 - 1999,OlsenP,FALSE,20.64428184,2017,15,45,µg/g,TRUE,TRUE,TRUE
Auckland,64340005,Dairy,Ultic,1996 - 1999,pH,FALSE,6.13,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64340005,Dairy,Ultic,1996 - 1999,TotalC,FALSE,7.644901314,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64340005,Dairy,Ultic,1996 - 1999,TotalN,FALSE,0.651177831,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64340007,Dairy,Ultic,1996 - 1999,AMN,FALSE,202.444263,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,As,TRUE,2,NA,NA,NA,NA,NA,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,Bulk_density,FALSE,0.842666667,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64340007,Dairy,Ultic,1996 - 1999,Cd,TRUE,0.42,NA,NA,NA,NA,NA,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,Cr,TRUE,4.8,NA,NA,NA,NA,NA,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,Cu,TRUE,11,NA,NA,NA,NA,NA,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,Macroporosity_m10,FALSE,14.63333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64340007,Dairy,Ultic,1996 - 1999,Ni,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,OlsenP,FALSE,16.62944396,2017,15,45,µg/g,TRUE,TRUE,TRUE
Auckland,64340007,Dairy,Ultic,1996 - 1999,Pb,TRUE,7.8,NA,NA,NA,NA,NA,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,pH,FALSE,6.02,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64340007,Dairy,Ultic,1996 - 1999,TotalC,FALSE,8.645205864,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64340007,Dairy,Ultic,1996 - 1999,TotalN,FALSE,0.68233345,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64340007,Dairy,Ultic,1996 - 1999,Zn,TRUE,25,NA,NA,NA,NA,NA,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,AMN,FALSE,351.4483522,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,As,TRUE,2.2,NA,NA,NA,NA,NA,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,Bulk_density,FALSE,0.617,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64340011,Drystock,Ultic,1996 - 1999,Cd,TRUE,0.49,NA,NA,NA,NA,NA,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,Cr,TRUE,7.7,NA,NA,NA,NA,NA,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,Cu,TRUE,12,NA,NA,NA,NA,NA,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,Macroporosity_m10,FALSE,7.53,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Auckland,64340011,Drystock,Ultic,1996 - 1999,Ni,TRUE,5.4,NA,NA,NA,NA,NA,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,OlsenP,FALSE,11.90848809,2017,15,45,µg/g,FALSE,TRUE,FALSE
Auckland,64340011,Drystock,Ultic,1996 - 1999,Pb,TRUE,7.4,NA,NA,NA,NA,NA,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,pH,FALSE,5.55,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64340011,Drystock,Ultic,1996 - 1999,TotalC,FALSE,10.69637412,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64340011,Drystock,Ultic,1996 - 1999,TotalN,FALSE,0.885906453,2017,0.25,0.7,%N gravimetric,TRUE,FALSE,FALSE
Auckland,64340011,Drystock,Ultic,1996 - 1999,Zn,TRUE,31,NA,NA,NA,NA,NA,NA,NA
Auckland,64360001,Exotic Forestry,Ultic,1996 - 1999,AMN,FALSE,65.3,2017,20,NA,µg/g,TRUE,NA,NA
Auckland,64360001,Exotic Forestry,Ultic,1996 - 1999,Bulk_density,FALSE,0.84,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64360001,Exotic Forestry,Ultic,1996 - 1999,Macroporosity_m10,FALSE,8.34,2017,8,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64360001,Exotic Forestry,Ultic,1996 - 1999,OlsenP,FALSE,15.24884382,2017,5,30,µg/g,TRUE,TRUE,TRUE
Auckland,64360001,Exotic Forestry,Ultic,1996 - 1999,pH,FALSE,4.934,2017,3.5,7.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64360001,Exotic Forestry,Ultic,1996 - 1999,TotalC,FALSE,5.583688435,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64360001,Exotic Forestry,Ultic,1996 - 1999,TotalN,FALSE,0.338737765,2017,0.1,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64420001,Dairy,Ultic,1996 - 1999,AMN,FALSE,136.8089517,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64420001,Dairy,Ultic,1996 - 1999,Bulk_density,FALSE,1.009666667,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64420001,Dairy,Ultic,1996 - 1999,Macroporosity_m10,FALSE,7.966666667,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Auckland,64420001,Dairy,Ultic,1996 - 1999,OlsenP,FALSE,112.834457,2017,15,45,µg/g,TRUE,FALSE,FALSE
Auckland,64420001,Dairy,Ultic,1996 - 1999,pH,FALSE,6.73,2017,5,6.6,-log10(H+),TRUE,FALSE,FALSE
Auckland,64420001,Dairy,Ultic,1996 - 1999,TotalC,FALSE,6.391724148,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64420001,Dairy,Ultic,1996 - 1999,TotalN,FALSE,0.580989863,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64460001,Exotic Forestry,Ultic,1996 - 1999,AMN,FALSE,39.8,2017,20,NA,µg/g,TRUE,NA,NA
Auckland,64460001,Exotic Forestry,Ultic,1996 - 1999,Bulk_density,FALSE,1.046,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64460001,Exotic Forestry,Ultic,1996 - 1999,Macroporosity_m10,FALSE,13.84,2017,8,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64460001,Exotic Forestry,Ultic,1996 - 1999,OlsenP,FALSE,32.53276187,2017,5,30,µg/g,TRUE,FALSE,FALSE
Auckland,64460001,Exotic Forestry,Ultic,1996 - 1999,pH,FALSE,4.668,2017,3.5,7.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64460001,Exotic Forestry,Ultic,1996 - 1999,TotalC,FALSE,4.583121747,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64460001,Exotic Forestry,Ultic,1996 - 1999,TotalN,FALSE,0.314216298,2017,0.1,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64460003,Drystock,Ultic,1996 - 1999,AMN,FALSE,178.4,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64460003,Drystock,Ultic,1996 - 1999,Bulk_density,FALSE,0.778,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64460003,Drystock,Ultic,1996 - 1999,Macroporosity_m10,FALSE,11.22,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64460003,Drystock,Ultic,1996 - 1999,OlsenP,FALSE,6.76752264,2017,15,45,µg/g,FALSE,TRUE,FALSE
Auckland,64460003,Drystock,Ultic,1996 - 1999,pH,FALSE,5.846,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64460003,Drystock,Ultic,1996 - 1999,TotalC,FALSE,6.524592544,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64460003,Drystock,Ultic,1996 - 1999,TotalN,FALSE,0.567614127,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64470003,Drystock,Ultic,1996 - 1999,AMN,FALSE,98.77206614,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64470003,Drystock,Ultic,1996 - 1999,Bulk_density,FALSE,1.086333333,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64470003,Drystock,Ultic,1996 - 1999,Macroporosity_m10,FALSE,14.86666667,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64470003,Drystock,Ultic,1996 - 1999,OlsenP,FALSE,8.940587473,2017,15,45,µg/g,FALSE,TRUE,FALSE
Auckland,64470003,Drystock,Ultic,1996 - 1999,pH,FALSE,5.86,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64470003,Drystock,Ultic,1996 - 1999,TotalC,FALSE,5.103757019,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64470003,Drystock,Ultic,1996 - 1999,TotalN,FALSE,0.398412354,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64470005,Drystock,Ultic,1996 - 1999,AMN,FALSE,133.2609838,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64470005,Drystock,Ultic,1996 - 1999,Bulk_density,FALSE,0.954666667,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64470005,Drystock,Ultic,1996 - 1999,Macroporosity_m10,FALSE,14.96333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64470005,Drystock,Ultic,1996 - 1999,OlsenP,FALSE,59.76738301,2017,15,45,µg/g,TRUE,FALSE,FALSE
Auckland,64470005,Drystock,Ultic,1996 - 1999,pH,FALSE,6.07,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64470005,Drystock,Ultic,1996 - 1999,TotalC,FALSE,5.25957098,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64470005,Drystock,Ultic,1996 - 1999,TotalN,FALSE,0.502017124,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64520001,Drystock,Brown,1996 - 1999,AMN,FALSE,91.14810672,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,As,TRUE,4.8,NA,NA,NA,NA,NA,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,Bulk_density,FALSE,0.881333333,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64520001,Drystock,Brown,1996 - 1999,Cd,TRUE,0.13,NA,NA,NA,NA,NA,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,Cr,TRUE,7.6,NA,NA,NA,NA,NA,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,Cu,TRUE,4.7,NA,NA,NA,NA,NA,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,Macroporosity_m10,FALSE,28.83666667,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64520001,Drystock,Brown,1996 - 1999,Ni,TRUE,3.6,NA,NA,NA,NA,NA,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,OlsenP,FALSE,18.28542612,2017,15,45,µg/g,TRUE,TRUE,TRUE
Auckland,64520001,Drystock,Brown,1996 - 1999,Pb,TRUE,2.1,NA,NA,NA,NA,NA,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,pH,FALSE,6.1,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64520001,Drystock,Brown,1996 - 1999,TotalC,FALSE,4.243234717,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64520001,Drystock,Brown,1996 - 1999,TotalN,FALSE,0.346711996,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64520001,Drystock,Brown,1996 - 1999,Zn,TRUE,24,NA,NA,NA,NA,NA,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,AMN,FALSE,44.62508395,2017,50,NA,µg/g,FALSE,NA,FALSE
Auckland,64520003,Drystock,Brown,1996 - 1999,As,TRUE,5.6,NA,NA,NA,NA,NA,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,Bulk_density,FALSE,1.173333333,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64520003,Drystock,Brown,1996 - 1999,Cd,TRUE,0.09,NA,NA,NA,NA,NA,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,Cr,TRUE,7.8,NA,NA,NA,NA,NA,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,Cu,TRUE,3.2,NA,NA,NA,NA,NA,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,Macroporosity_m10,FALSE,29.76666667,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Auckland,64520003,Drystock,Brown,1996 - 1999,Ni,TRUE,3.7,NA,NA,NA,NA,NA,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,OlsenP,FALSE,14.58543667,2017,15,45,µg/g,FALSE,TRUE,FALSE
Auckland,64520003,Drystock,Brown,1996 - 1999,Pb,TRUE,2.3,NA,NA,NA,NA,NA,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,pH,FALSE,5.49,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64520003,Drystock,Brown,1996 - 1999,TotalC,FALSE,2.895816905,2017,2.5,NA,%C gravimetric,TRUE,NA,NA
Auckland,64520003,Drystock,Brown,1996 - 1999,TotalN,FALSE,0.213312011,2017,0.25,0.7,%N gravimetric,FALSE,TRUE,FALSE
Auckland,64520003,Drystock,Brown,1996 - 1999,Zn,TRUE,33,NA,NA,NA,NA,NA,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,AMN,FALSE,57.20346649,2017,50,NA,µg/g,TRUE,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,As,TRUE,4.9,NA,NA,NA,NA,NA,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Bulk_density,FALSE,1.075,2017,0.5,1.3,Mg/m3,TRUE,TRUE,TRUE
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Cd,TRUE,0.55,NA,NA,NA,NA,NA,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Cr,TRUE,9.7,NA,NA,NA,NA,NA,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Cu,TRUE,6.6,NA,NA,NA,NA,NA,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Macroporosity_m10,FALSE,4.47,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Ni,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,OlsenP,FALSE,22.11295948,2017,20,50,µg/g,TRUE,TRUE,TRUE
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Pb,TRUE,13,NA,NA,NA,NA,NA,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,pH,FALSE,5.68,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64650001,Drystock,Allophanic,1996 - 1999,TotalC,FALSE,6.129044808,2017,3,NA,%C gravimetric,TRUE,NA,NA
Auckland,64650001,Drystock,Allophanic,1996 - 1999,TotalN,FALSE,0.539681379,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64650001,Drystock,Allophanic,1996 - 1999,Zn,TRUE,26,NA,NA,NA,NA,NA,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,AMN,FALSE,61.95523285,2017,20,NA,µg/g,TRUE,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,As,TRUE,5.4,NA,NA,NA,NA,NA,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Bulk_density,FALSE,0.891,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Cd,TRUE,0.089,NA,NA,NA,NA,NA,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Cr,TRUE,8.3,NA,NA,NA,NA,NA,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Cu,TRUE,3.2,NA,NA,NA,NA,NA,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Macroporosity_m10,FALSE,38.83666667,2017,8,30,"-10 kPa, %vol/vol",TRUE,FALSE,FALSE
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Ni,TRUE,4.2,NA,NA,NA,NA,NA,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,OlsenP,FALSE,5.066573231,2017,5,30,µg/g,TRUE,TRUE,TRUE
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Pb,TRUE,3.3,NA,NA,NA,NA,NA,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,pH,FALSE,5.72,2017,3.5,7.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,TotalC,FALSE,4.198162579,2017,2,NA,%C gravimetric,TRUE,NA,NA
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,TotalN,FALSE,0.264171128,2017,0.1,0.7,%N gravimetric,TRUE,TRUE,TRUE
Auckland,64740003,Exotic Forestry,Recent,1996 - 1999,Zn,TRUE,38,NA,NA,NA,NA,NA,NA,NA
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,AMN,FALSE,0.125252099,2017,20,NA,µg/g,FALSE,NA,FALSE
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,As,TRUE,6.9,NA,NA,NA,NA,NA,NA,NA
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Bulk_density,FALSE,1.436333333,2017,0.6,1.4,Mg/m3,TRUE,FALSE,FALSE
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Cd,TRUE,0.089,NA,NA,NA,NA,NA,NA,NA
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Cr,TRUE,8.1,NA,NA,NA,NA,NA,NA,NA
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Cu,TRUE,2.5,NA,NA,NA,NA,NA,NA,NA
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Macroporosity_m10,FALSE,40.70333333,2017,8,30,"-10 kPa, %vol/vol",TRUE,FALSE,FALSE
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Ni,TRUE,4.6,NA,NA,NA,NA,NA,NA,NA
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,OlsenP,FALSE,9.242632067,2017,5,30,µg/g,TRUE,TRUE,TRUE
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Pb,TRUE,2.1,NA,NA,NA,NA,NA,NA,NA
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,pH,FALSE,6.07,2017,3.5,7.6,-log10(H+),TRUE,TRUE,TRUE
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,TotalC,FALSE,0.54792734,2017,2,NA,%C gravimetric,FALSE,NA,FALSE
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,TotalN,FALSE,0.027235626,2017,0.1,0.7,%N gravimetric,FALSE,TRUE,FALSE
Auckland,64740005,Exotic Forestry,Raw,1996 - 1999,Zn,TRUE,30,NA,NA,NA,NA,NA,NA,NA
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,AMN,FALSE,8.864395786,2017,20,NA,µg/g,FALSE,NA,FALSE
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,As,TRUE,8.1,NA,NA,NA,NA,NA,NA,NA
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,Bulk_density,FALSE,1.019666667,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,Cd,TRUE,0.09,NA,NA,NA,NA,NA,NA,NA
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,Cr,TRUE,6.1,NA,NA,NA,NA,NA,NA,NA
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,Cu,TRUE,2.7,NA,NA,NA,NA,NA,NA,NA
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,Macroporosity_m10,FALSE,48.93333333,2017,8,30,"-10 kPa, %vol/vol",TRUE,FALSE,FALSE
Auckland,64740007,Exotic Forestry,Raw,1996 - 1999,Ni,TRUE,3.4,NA,NA,NA,NA,NA,NA,NA
