region,site,land_use,soil_order,time_step,soil_indicator,trace_element,value,target_year,target_min,target_max,measure_units,meets_target_min,meets_target_max,within_target_range
Bay of Plenty,18_3,Dairy,Pumice,2014 - 2018,pH,FALSE,5.42,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,18_3,Dairy,Pumice,2014 - 2018,TotalC,FALSE,9.990559682,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,18_3,Dairy,Pumice,2014 - 2018,TotalN,FALSE,0.931242765,2017,0.25,0.7,%N gravimetric,TRUE,FALSE,FALSE
Bay of Plenty,18_3,Dairy,Pumice,2014 - 2018,Zn,TRUE,91.5,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,AMN,FALSE,148.1691112,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,As,TRUE,2.8,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Bulk_density,FALSE,0.926666667,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Cd,TRUE,0.59,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Cr,TRUE,7,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Cu,TRUE,14.4,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Macroporosity_m10,FALSE,9.416666665,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Ni,TRUE,5.1,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,OlsenP,FALSE,105.4107614,2017,15,45,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Pb,TRUE,5.6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,pH,FALSE,5.88,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,TotalC,FALSE,6.175901976,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,TotalN,FALSE,0.616172492,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,19_1,Dairy,Recent,2014 - 2018,Zn,TRUE,45,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,AMN,FALSE,190,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,As,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,Cd,TRUE,0.49,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,Cr,TRUE,7,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,Cu,TRUE,5,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,F,TRUE,380,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,Macroporosity_m10,FALSE,18.4,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,Ni,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,OlsenP,FALSE,109.3493143,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,Pb,TRUE,3.3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,pH,FALSE,5.7,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,TotalC,FALSE,7.3,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,TotalN,FALSE,0.64,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,20_2,Drystock,Pumice,2014 - 2018,Zn,TRUE,26,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,AMN,FALSE,199,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,As,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Bulk_density,FALSE,0.8,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Cd,TRUE,0.38,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Cr,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Cu,TRUE,6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,F,TRUE,330,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Macroporosity_m10,FALSE,28.83333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Ni,TRUE,2,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,OlsenP,FALSE,68.1076818,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Pb,TRUE,3.9,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,pH,FALSE,5.6,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,TotalC,FALSE,7.3,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,TotalN,FALSE,0.63,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,20_3,Drystock,Pumice,2014 - 2018,Zn,TRUE,32,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,AMN,FALSE,148.4774128,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,As,TRUE,2,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Bulk_density,FALSE,0.743333333,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Cd,TRUE,0.3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Cr,TRUE,5.2,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Cu,TRUE,8.9,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Macroporosity_m10,FALSE,20.6,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Ni,TRUE,3.7,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,OlsenP,FALSE,148.10833,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Pb,TRUE,3.6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,pH,FALSE,5.69,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,TotalC,FALSE,6.478659806,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,TotalN,FALSE,0.57599901,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,29_1,Dairy,Pumice,2014 - 2018,Zn,TRUE,21,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_1,Drystock,Pumice,2014 - 2018,Bulk_density,FALSE,0.64,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,29_1,Drystock,Pumice,2014 - 2018,Macroporosity_m10,FALSE,30.4,2017,10,30,"-10 kPa, %vol/vol",TRUE,FALSE,FALSE
Bay of Plenty,29_1,Drystock,Pumice,2014 - 2018,OlsenP,FALSE,144.7249826,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,29_1,Drystock,Pumice,2014 - 2018,pH,FALSE,6.44,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,29_1,Drystock,Pumice,2014 - 2018,TotalC,FALSE,8.992007,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,29_1,Drystock,Pumice,2014 - 2018,TotalN,FALSE,0.79598844,2017,0.25,0.7,%N gravimetric,TRUE,FALSE,FALSE
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,AMN,FALSE,132.0147815,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,As,TRUE,1.8,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Bulk_density,FALSE,0.683333334,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Cd,TRUE,0.28,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Cr,TRUE,5.6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Cu,TRUE,8.3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Macroporosity_m10,FALSE,27.299999999999997,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Ni,TRUE,5.6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,OlsenP,FALSE,94.65138669,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Pb,TRUE,3.4,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,pH,FALSE,5.62,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,TotalC,FALSE,6.894909768,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,TotalN,FALSE,0.595790079,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,29_2,Dairy,Pumice,2014 - 2018,Zn,TRUE,19,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,AMN,FALSE,225,2017,20,NA,µg/g,TRUE,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,As,TRUE,7,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Bulk_density,FALSE,0.946666667,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Cd,TRUE,0.48,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Cr,TRUE,14,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Cu,TRUE,42,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,F,TRUE,340,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Macroporosity_m10,FALSE,11.23333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Ni,TRUE,10,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,OlsenP,FALSE,121.7044655,2017,20,45,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Pb,TRUE,12.5,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,pH,FALSE,6.7,2017,5,7.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,TotalC,FALSE,5.2,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,31_1,Orchard/Vineyard,Recent,2014 - 2018,Zn,TRUE,112,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,AMN,FALSE,143.8276504,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,As,TRUE,4.4,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Bulk_density,FALSE,1.108333334,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Cd,TRUE,0.43,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Cr,TRUE,11.4,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Cu,TRUE,18.2,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Macroporosity_m10,FALSE,5.216666667,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Ni,TRUE,9.3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,OlsenP,FALSE,74.80279865,2017,15,45,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Pb,TRUE,10.3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,pH,FALSE,5.755,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,TotalC,FALSE,4.513609026499999,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,TotalN,FALSE,0.456687848,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,31_2,Dairy,Recent,2014 - 2018,Zn,TRUE,105,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,AMN,FALSE,127,2017,20,NA,µg/g,TRUE,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,As,TRUE,6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Bulk_density,FALSE,0.85,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Cd,TRUE,0.9,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Cr,TRUE,7,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Cu,TRUE,29,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,F,TRUE,460,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Macroporosity_m10,FALSE,16.7,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Ni,TRUE,4,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,OlsenP,FALSE,135.5308013,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Pb,TRUE,8.2,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,pH,FALSE,6.6,2017,5,7.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,TotalC,FALSE,6.2,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,32_1,Orchard/Vineyard,Pumice,2014 - 2018,Zn,TRUE,82,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,AMN,FALSE,162.9086834,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,As,TRUE,4.5,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Bulk_density,FALSE,1.0833333335000002,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Cd,TRUE,0.42,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Cr,TRUE,12.5,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Cu,TRUE,17.9,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Macroporosity_m10,FALSE,8.666666667,2017,10,30,"-10 kPa, %vol/vol",FALSE,TRUE,FALSE
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Ni,TRUE,10.6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,OlsenP,FALSE,71.78088447,2017,15,45,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Pb,TRUE,11,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,pH,FALSE,6.35,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,TotalC,FALSE,4.664790136500001,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,TotalN,FALSE,0.4750136,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,33_1,Dairy,Recent,2014 - 2018,Zn,TRUE,105,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,AMN,FALSE,57,2017,20,NA,µg/g,TRUE,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,As,TRUE,6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Bulk_density,FALSE,1.296666667,2017,0.7,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Cd,TRUE,0.56,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Cr,TRUE,13,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Cu,TRUE,22,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,F,TRUE,400,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Macroporosity_m10,FALSE,11.53333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Ni,TRUE,10,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,OlsenP,FALSE,168.9760067,2017,20,45,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Pb,TRUE,20,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,pH,FALSE,5.9,2017,5,7.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,TotalC,FALSE,2.4,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,34_1,Cropping,Recent,2014 - 2018,Zn,TRUE,94,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,AMN,FALSE,120,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,As,TRUE,2,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Bulk_density,FALSE,0.54,2017,0.6,1.4,Mg/m3,FALSE,TRUE,FALSE
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Cd,TRUE,0.35,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Cr,TRUE,5,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Cu,TRUE,6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,F,TRUE,520,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Macroporosity_m10,FALSE,35.63333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,FALSE,FALSE
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Ni,TRUE,6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,OlsenP,FALSE,68.1076818,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Pb,TRUE,3.6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,pH,FALSE,5.7,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,TotalC,FALSE,6.4,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,TotalN,FALSE,0.5,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,35_1,Drystock,Pumice,2014 - 2018,Zn,TRUE,20,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,AMN,FALSE,183,2017,50,NA,µg/g,TRUE,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,As,TRUE,2,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Bulk_density,FALSE,0.51,2017,0.6,1.4,Mg/m3,FALSE,TRUE,FALSE
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Cd,TRUE,0.42,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Cr,TRUE,5,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Cu,TRUE,7,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,F,TRUE,450,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Macroporosity_m10,FALSE,40.93333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,FALSE,FALSE
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Ni,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,OlsenP,FALSE,111.2208269,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Pb,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,pH,FALSE,5.7,2017,5,6.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,TotalC,FALSE,8.8,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,TotalN,FALSE,0.69,2017,0.25,0.7,%N gravimetric,TRUE,TRUE,TRUE
Bay of Plenty,35_2,Drystock,Pumice,2014 - 2018,Zn,TRUE,22,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,AMN,FALSE,126,2017,20,NA,µg/g,TRUE,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,As,TRUE,4,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Bulk_density,FALSE,0.86,2017,0.6,1.4,Mg/m3,TRUE,TRUE,TRUE
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Cd,TRUE,0.45,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Cr,TRUE,6,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Cu,TRUE,42,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,F,TRUE,340,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Macroporosity_m10,FALSE,15.63333333,2017,10,30,"-10 kPa, %vol/vol",TRUE,TRUE,TRUE
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Ni,TRUE,3,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,OlsenP,FALSE,193.3803855,2017,20,50,µg/g,TRUE,FALSE,FALSE
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Pb,TRUE,4.7,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,pH,FALSE,6.4,2017,5,7.6,-log10(H+),TRUE,TRUE,TRUE
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,TotalC,FALSE,6.2,2017,2,NA,%C gravimetric,TRUE,NA,NA
Bay of Plenty,37_1,Orchard/Vineyard,Pumice,2014 - 2018,Zn,TRUE,67,NA,NA,NA,NA,NA,NA,NA
Bay of Plenty,39_1,Cropping,Gley,2014 - 2018,AMN,FALSE,84,2017,20,NA,µg/g,TRUE,NA,NA
